Products,Months,Total Sales ($)
"Level - ProTab - Indica, 10 Count, 250mg THC",Sep-20,"426,078.73"
"Kiva Confections - Camino Gummy - Wild Cherry, 20 Count, 100mg THC",Nov-20,"426,051.28"
Up North Humboldt - Durban Poison - Flower (Gram),Oct-19,"425,256.87"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Aug-20,"425,161.03"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Jun-20,"424,970.29"
Connected Cannabis Co. - Gushers - Flower (Gram),Feb-21,"424,782.73"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Jan-21,"424,658.09"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Dec-18,"424,035.27"
Up North Humboldt - Durban Poison - Flower (Gram),Feb-20,"423,609.76"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Apr-20,"423,294.57"
Connected Cannabis Co. - Gushers - Flower (Gram),Apr-20,"422,694.13"
Caliva - Alien OG - Flower (Gram),Jul-20,"422,192.52"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Sep-19,"421,697.55"
Source Cannabis - Quest - Flower (Gram),Jun-21,"419,965.20"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Aug-19,"419,901.93"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Apr-21,"418,345.38"
Concentrate - Strain Blends - Live Resin,Feb-21,"418,102.74"
THC Design - Crescendo - Flower (Gram),May-21,"417,483.78"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",Sep-19,"416,535.57"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC",Mar-19,"416,304.38"
Private Label - Vape Pen,May-21,"416,122.03"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Nov-19,"415,705.93"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Nov-20,"415,631.53"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Jul-20,"415,449.90"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",May-21,"415,142.51"
Source Cannabis - Quest - Flower (Gram),May-20,"414,669.09"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",May-21,"413,917.57"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",May-20,"413,804.81"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Sep-20,"413,315.36"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Mar-19,"413,249.61"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC",Jul-19,"413,092.71"
Private Label - Vape Pen,Jul-21,"412,843.03"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Oct-20,"412,831.87"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Mar-21,"412,772.10"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",May-20,"412,754.70"
Concentrate - Strain Blends - Live Resin,Aug-21,"412,541.47"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Oct-19,"412,285.12"
Caliva - Alien OG - Flower (Gram),Nov-20,"411,028.95"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Dec-19,"411,001.22"
Source Cannabis - Quest - Flower (Gram),Sep-19,"409,460.26"
THC Design - Crescendo - Flower (Gram),Oct-20,"409,313.50"
Caliva - Alien OG - Flower (Gram),Jun-19,"408,814.47"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Apr-21,"408,744.63"
"Wyld - Gummies - 1:1 - Hybrid - Pomegranate, 10 Count, 100mg THC, 100mg CBD",Sep-19,"408,510.63"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Nov-20,"408,371.35"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Mar-19,"408,243.61"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Sep-20,"407,416.41"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Apr-20,"407,059.11"
Pacific Stone - Private Reserve OG - Flower (Gram),Jan-21,"406,631.85"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Jun-19,"406,475.36"
Connected Cannabis Co. - Gelonade - Flower (Gram),Nov-19,"406,445.04"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Apr-20,"406,219.24"
Connected Cannabis Co. - Gushers - Flower (Gram),Mar-20,"405,898.02"
Up North Humboldt - Durban Poison - Flower (Gram),Aug-21,"405,822.70"
Connected Cannabis Co. - Biscotti - Flower (Gram),Oct-19,"405,124.34"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Oct-19,"404,588.28"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",Aug-19,"403,980.86"
Source Cannabis - Quest - Flower (Gram),Sep-21,"403,903.90"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Jul-20,"403,632.03"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",May-20,"403,238.19"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Nov-20,"402,683.60"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Jan-20,"401,117.37"
Concentrate - Strain Blends - Distillate Cartridge,Aug-20,"400,452.19"
Connected Cannabis Co. - Biscotti - Flower (Gram),Feb-20,"399,968.91"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Jul-20,"399,600.15"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Aug-20,"399,401.42"
"Wyld - Gummies - 1:1 - Hybrid - Pomegranate, 10 Count, 100mg THC, 100mg CBD",Aug-19,"399,192.43"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Jun-20,"399,045.02"
"Kiva Confections - Camino Gummy - Wild Berry, 20 Count, 100mg THC",Feb-19,"398,656.81"
THC Design - Crescendo - Flower (Gram),Sep-21,"397,811.04"
Source Cannabis - Quest - Flower (Gram),Aug-21,"396,722.68"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Dec-19,"395,395.88"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC",Sep-19,"394,799.00"
Source Cannabis - Quest - Flower (Gram),Nov-19,"394,752.72"
"Level - ProTab - Indica, 10 Count, 250mg THC",Oct-20,"393,305.01"
Concentrate - Strain Blends - Distillate Cartridge,Apr-20,"392,963.42"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Dec-19,"392,875.25"
Private Label - Vape Pen,Jun-20,"391,548.04"
Concentrate - Strain Blends - Oil Cartridge,Jul-19,"391,390.86"
Pacific Stone - Private Reserve OG - Flower (Gram),Aug-19,"391,099.73"
Connected Cannabis Co. - Gushers - Flower (Gram),Mar-21,"390,909.23"
THC Design - Crescendo - Flower (Gram),Jun-20,"390,812.81"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Jan-21,"390,550.23"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Mar-21,"390,396.22"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Jan-21,"390,369.08"
Private Label - Vape Pen,Mar-20,"389,762.65"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Jan-20,"389,760.35"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Jun-19,"389,511.13"
Caliva - Alien OG - Flower (Gram),Feb-21,"389,241.23"
Up North Humboldt - Durban Poison - Flower (Gram),Jul-21,"387,489.06"
"Plus Products - Gummies - Sativa - Uplift - Watermelon, 20 Count, 100mg THC",Aug-21,"387,477.67"
Concentrate - Strain Blends - Live Resin,Sep-19,"387,178.89"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Sep-19,"386,116.84"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Jun-20,"385,831.30"
Concentrate - Strain Blends - Live Resin,Jul-20,"385,154.93"
Pacific Stone - 805 Glue - Flower (Gram),Oct-19,"384,885.97"
"Level - ProTab - Indica, 10 Count, 250mg THC",Oct-19,"384,510.97"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Aug-19,"384,395.09"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Jun-19,"384,331.03"
Connected Cannabis Co. - Biscotti - Flower (Gram),Feb-21,"384,145.73"
Pacific Stone - Private Reserve OG - Flower (Gram),Nov-20,"384,037.79"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",May-20,"383,704.78"
Concentrate - Strain Blends - Oil Cartridge,Aug-19,"383,473.51"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Feb-19,"383,290.96"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Feb-20,"381,983.94"
Pacific Stone - Private Reserve OG - Flower (Gram),Feb-20,"381,011.52"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Mar-20,"380,985.43"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Apr-19,"380,955.18"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Jan-19,"380,233.60"
Fun Uncle - Shotgun OG - Flower (Gram),Aug-21,"380,096.55"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Mar-20,"379,731.67"
THC Design - Crescendo - Flower (Gram),Jun-21,"379,483.86"
Up North Humboldt - Durban Poison - Flower (Gram),Jun-21,"379,464.49"
Source Cannabis - Quest - Flower (Gram),Oct-20,"378,981.67"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Apr-21,"378,631.51"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Sep-20,"378,408.87"
Concentrate - Strain Blends - Live Resin,Apr-20,"378,389.62"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Apr-21,"377,602.23"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Apr-20,"377,353.78"
Private Label - Vape Pen,Feb-20,"377,268.08"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Dec-19,"376,900.80"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Aug-19,"376,274.57"
Private Label - Vape Pen,Feb-21,"375,991.78"
"Kiva Confections - Camino Gummy - Wild Cherry, 20 Count, 100mg THC",Feb-20,"375,947.61"
Connected Cannabis Co. - Gushers - Flower (Gram),Apr-21,"375,527.75"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Oct-20,"375,442.23"
Connected Cannabis Co. - Gushers - Flower (Gram),May-19,"375,159.43"
Fun Uncle - Shotgun OG - Flower (Gram),Sep-21,"374,635.59"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Jun-19,"374,065.29"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Mar-19,"373,930.70"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Jun-20,"373,674.40"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Oct-19,"373,416.33"
"Plus Products - Gummies - Sativa - Uplift - Watermelon, 20 Count, 100mg THC",Sep-21,"372,659.22"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Mar-21,"372,498.26"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Jul-20,"372,099.31"
"Level - ProTab - Indica, 10 Count, 250mg THC",Dec-20,"371,956.86"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Jul-19,"371,854.61"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Mar-20,"371,437.36"
Caliva - Alien OG - Flower (Gram),Oct-20,"370,750.88"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Jul-20,"370,546.12"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Oct-18,"370,235.20"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",Oct-19,"369,828.63"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Dec-19,"369,783.27"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Oct-19,"369,750.02"
Source Cannabis - Quest - Flower (Gram),Feb-20,"369,586.40"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Feb-21,"369,536.11"
"Kiva Confections - Camino Gummy - Wild Berry, 20 Count, 100mg THC",Jan-19,"369,499.99"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",May-21,"368,574.42"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Sep-20,"368,570.33"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Jun-20,"368,433.41"
"Level - ProTab - Indica, 10 Count, 250mg THC",Sep-19,"367,576.03"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Jun-20,"367,512.54"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Nov-19,"366,908.32"
Connected Cannabis Co. - Gushers - Flower (Gram),Dec-20,"366,719.59"
Up North Humboldt - Durban Poison - Flower (Gram),Sep-21,"366,577.51"
Connected Cannabis Co. - Gelonade - Flower (Gram),Mar-21,"366,528.46"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Jan-19,"366,024.27"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Jun-21,"365,556.39"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Aug-20,"365,249.27"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Sep-19,"365,195.40"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Nov-19,"365,189.95"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Jun-21,"365,079.55"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",May-21,"365,037.78"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC",Aug-19,"364,638.82"
"Level - ProTab - Indica, 10 Count, 250mg THC",Nov-20,"364,189.97"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Jul-19,"363,506.99"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Jan-21,"362,814.11"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Feb-20,"362,430.86"
Source Cannabis - Quest - Flower (Gram),Mar-21,"361,878.64"
Caliva - Alien OG - Flower (Gram),Sep-21,"361,792.26"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Jan-19,"361,631.66"
Private Label - Vape Pen,Aug-21,"361,055.65"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Apr-21,"360,897.98"
Concentrate - Strain Blends - Oil Cartridge,Aug-21,"360,661.52"
Connected Cannabis Co. - Gelonade - Flower (Gram),Aug-19,"360,425.34"
Concentrate - Strain Blends - Live Resin,May-21,"360,395.00"
"Level - ProTab - Indica, 10 Count, 250mg THC",Jan-21,"360,221.74"
Concentrate - Strain Blends - Live Resin,Jun-21,"360,185.07"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Dec-20,"360,059.90"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",May-20,"359,952.67"
Connected Cannabis Co. - Gushers - Flower (Gram),Feb-20,"359,631.75"
Source Cannabis - Quest - Flower (Gram),Dec-19,"359,153.02"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Feb-21,"358,688.24"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",May-20,"358,302.72"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Jun-20,"357,115.82"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",Feb-20,"357,020.23"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Sep-19,"356,994.22"
"Level - ProTab - Indica, 10 Count, 250mg THC",Aug-19,"356,983.16"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Dec-19,"356,315.12"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Apr-21,"356,310.78"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",May-19,"356,140.66"
Connected Cannabis Co. - Biscotti - Flower (Gram),Mar-21,"355,868.16"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC",Jun-19,"355,660.10"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Nov-19,"355,627.99"
Concentrate - Strain Blends - Distillate Cartridge,Sep-20,"355,256.78"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Mar-20,"355,126.58"
Source Cannabis - Quest - Flower (Gram),Jan-21,"355,108.72"
"Level - ProTab - Indica, 10 Count, 250mg THC",Nov-19,"354,791.64"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Mar-21,"353,830.97"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",May-21,"353,261.52"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Dec-20,"352,836.31"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Jul-20,"352,552.46"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Aug-19,"351,839.59"
Concentrate - Strain Blends - Distillate Cartridge,Sep-19,"350,955.09"
Concentrate - Strain Blends - Live Resin,Aug-20,"350,567.14"
Concentrate - Strain Blends - Distillate Cartridge,Jun-20,"350,348.90"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Feb-20,"350,128.71"
Pacific Stone - 805 Glue - Flower (Gram),Nov-19,"349,836.15"
Caliva - Alien OG - Flower (Gram),Jun-20,"349,809.14"
THC Design - Crescendo - Flower (Gram),Apr-20,"349,134.56"
Concentrate - Strain Blends - Distillate Cartridge,Jul-20,"348,475.81"
Up North Humboldt - Durban Poison - Flower (Gram),Mar-19,"348,457.95"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Dec-20,"348,414.58"
THC Design - Crescendo - Flower (Gram),Oct-19,"348,366.38"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Nov-19,"348,066.04"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Jul-20,"347,872.59"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Feb-21,"347,496.19"
Private Label - Vape Pen,Apr-21,"347,064.93"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Jul-21,"346,867.04"
Connected Cannabis Co. - Gushers - Flower (Gram),Nov-19,"346,757.74"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Jan-20,"346,646.88"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Feb-20,"346,170.43"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Jul-21,"345,874.57"
Up North Humboldt - Durban Poison - Flower (Gram),Jan-20,"345,827.78"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Jun-20,"345,753.84"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC",Jul-19,"345,710.38"
Caliva - Alien OG - Flower (Gram),Jan-19,"345,555.09"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Apr-20,"345,424.88"
"Level - ProTab - Indica, 10 Count, 250mg THC",Dec-19,"345,234.89"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Aug-20,"344,919.83"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Mar-20,"344,399.25"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Aug-20,"344,167.35"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Dec-20,"344,035.59"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Mar-20,"343,529.30"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Aug-21,"343,490.42"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Oct-20,"343,268.75"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Apr-20,"342,955.01"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",May-19,"342,856.01"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Apr-20,"342,834.21"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Jul-20,"341,948.29"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Dec-19,"341,873.61"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Apr-21,"341,746.56"
Connected Cannabis Co. - Gushers - Flower (Gram),Aug-19,"341,309.06"
Connected Cannabis Co. - Gushers - Flower (Gram),Nov-20,"340,741.71"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Oct-19,"340,429.50"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Nov-20,"339,678.68"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Aug-20,"339,414.85"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC",Feb-19,"338,945.50"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Feb-19,"338,209.11"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Mar-21,"338,115.56"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Jul-20,"336,528.36"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack",Apr-20,"336,522.85"
Fun Uncle - Shotgun OG - Flower (Gram),Apr-21,"336,303.08"
Private Label - Vape Pen,May-20,"336,138.14"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",May-20,"335,901.27"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Jul-21,"335,725.35"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Mar-20,"335,287.84"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC",Aug-20,"335,046.28"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Nov-19,"334,726.46"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Nov-18,"334,568.97"
"Level - ProTab - Indica, 10 Count, 250mg THC",Apr-19,"334,260.11"
Source Cannabis - Quest - Flower (Gram),Dec-20,"333,208.02"
Connected Cannabis Co. - Gelonade - Flower (Gram),Oct-19,"333,172.72"
Caliva - Alien OG - Flower (Gram),Jul-19,"333,131.44"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Nov-20,"332,726.73"
Connected Cannabis Co. - Gelonade - Flower (Gram),Sep-19,"332,649.74"
Concentrate - Strain Blends - Oil Cartridge,Sep-19,"332,419.26"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Jan-20,"332,016.81"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD",Jul-21,"332,009.12"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Jun-20,"331,939.62"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Jun-21,"331,706.30"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Jan-20,"330,040.08"
Connected Cannabis Co. - Gelonade - Flower (Gram),May-19,"329,982.65"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD",Feb-20,"329,894.45"
Source Cannabis - Quest - Flower (Gram),Jun-19,"328,396.90"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Dec-20,"328,254.89"
Source Cannabis - Quest - Flower (Gram),Mar-20,"328,165.58"
Concentrate - Strain Blends - Oil Cartridge,Nov-18,"328,053.87"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Mar-21,"327,997.91"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Aug-19,"327,797.26"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Nov-20,"327,631.27"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Mar-20,"327,621.88"
Concentrate - Strain Blends - Oil Cartridge,Feb-20,"327,291.00"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD",Sep-20,"327,022.14"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Apr-20,"326,371.59"
Up North Humboldt - Durban Poison - Flower (Gram),Jan-19,"326,211.94"
